Circuit delay: 2230.00216ps
NOT-U10400: 518.37456 ps
NOT-U10401: 605.20616 ps
NOT-U10402: 610.97972 ps
NAND-U10403: 527.84517 ps
NAND-U10404: 647.36575 ps
NAND-U10405: 449.68794 ps
NAND-U10406: 630.40437 ps
NAND-U10407: 449.68794 ps
NAND-U10408: 449.68794 ps
NAND-U10409: 449.68794 ps
NAND-U10410: 630.40437 ps
NAND-U10411: 493.41331 ps
NAND-U10412: 493.41331 ps
NAND-U10413: 493.41331 ps
NAND-U10414: 493.41331 ps
NOT-U10415: 657.52095 ps
NAND-U10416: 927.07671 ps
NAND-U10417: 729.39890 ps
NAND-U10418: 910.11533 ps
NAND-U10419: 729.39890 ps
NAND-U10420: 729.39890 ps
NAND-U10421: 729.39890 ps
NAND-U10422: 910.11533 ps
NAND-U10423: 773.12459 ps
NAND-U10424: 755.30807 ps
NAND-U10425: 773.14203 ps
NAND-U10426: 748.49604 ps
NAND-U10427: 773.14203 ps
NAND-U10428: 755.30807 ps
NAND-U10429: 773.14203 ps
NAND-U10430: 748.49604 ps
NAND-U10431: 927.42687 ps
NAND-U10432: 1001.57378 ps
NAND-U10433: 803.89596 ps
NAND-U10434: 984.61239 ps
NAND-U10435: 803.89596 ps
NAND-U10436: 803.89596 ps
NAND-U10437: 803.89596 ps
NAND-U10438: 984.61239 ps
NAND-U10439: 847.62166 ps
NAND-U10440: 829.80526 ps
NAND-U10441: 847.63922 ps
NAND-U10442: 822.99324 ps
NAND-U10443: 847.63922 ps
NAND-U10444: 829.80526 ps
NAND-U10445: 847.63922 ps
NAND-U10446: 822.99324 ps
NAND-U10447: 1001.92406 ps
NOT-U10448: 803.89596 ps
NAND-U10449: 733.18051 ps
NAND-U10450: 830.33788 ps
NAND-U10451: 1062.85375 ps
NAND-U10452: 865.17594 ps
NAND-U10453: 1045.89237 ps
NAND-U10454: 865.17594 ps
NAND-U10455: 865.17594 ps
NAND-U10456: 865.17594 ps
NAND-U10457: 1045.89237 ps
NAND-U10458: 908.90164 ps
NAND-U10459: 891.08505 ps
NAND-U10460: 908.91901 ps
NAND-U10461: 884.27302 ps
NAND-U10462: 908.91901 ps
NAND-U10463: 891.08505 ps
NAND-U10464: 908.91901 ps
NAND-U10465: 884.27302 ps
NAND-U10466: 1063.20385 ps
NOT-U10467: 865.17594 ps
NAND-U10468: 853.48741 ps
NAND-U10469: 930.99388 ps
NOT-U10470: 897.32087 ps
NAND-U10471: 392.53700 ps
NAND-U10472: 1005.80047 ps
NAND-U10473: 808.12266 ps
NAND-U10474: 988.83909 ps
NAND-U10475: 808.12266 ps
NAND-U10476: 808.12266 ps
NAND-U10477: 808.12266 ps
NAND-U10478: 988.83909 ps
NAND-U10479: 851.84835 ps
NAND-U10480: 834.03176 ps
NAND-U10481: 851.86572 ps
NAND-U10482: 827.21974 ps
NAND-U10483: 851.86572 ps
NAND-U10484: 834.03176 ps
NAND-U10485: 851.86572 ps
NAND-U10486: 827.21974 ps
NAND-U10487: 1006.15056 ps
NOT-U10488: 823.03710 ps
NAND-U10489: 730.81140 ps
NAND-U10490: 808.12266 ps
NOT-U10491: 502.29224 ps
NAND-U10492: 437.21482 ps
NOT-U10493: 502.29224 ps
NOT-U10494: 682.81289 ps
NOT-U10495: 580.91155 ps
NAND-U10496: 490.05830 ps
NOT-U10497: 420.46399 ps
NOT-U10498: 645.34860 ps
NOT-U10499: 545.88040 ps
NOT-U10500: 554.60123 ps
NOT-U10501: 586.73002 ps
NAND-U10502: 660.24744 ps
NAND-U10503: 629.57479 ps
NAND-U10504: 629.57479 ps
NAND-U10505: 1069.70191 ps
NAND-U10506: 822.09308 ps
NOT-U10507: 572.62072 ps
NAND-U10508: 888.05560 ps
NAND-U10509: 1100.26313 ps
NAND-U10510: 736.50893 ps
NAND-U10511: 966.17391 ps
NAND-U10512: 958.28526 ps
NAND-U10513: 1035.58567 ps
NOT-U10514: 844.58748 ps
NAND-U10515: 692.65465 ps
NAND-U10516: 1339.53015 ps
NAND-U10517: 1308.46843 ps
NAND-U10518: 812.98476 ps
NAND-U10519: 812.98476 ps
NAND-U10520: 812.98476 ps
NOT-U10521: 851.28645 ps
NAND-U10522: 1011.18932 ps
NAND-U10523: 1171.69714 ps
NOT-U10524: 1085.49393 ps
NAND-U10525: 900.36678 ps
NAND-U10526: 1082.81318 ps
NAND-U10527: 787.60399 ps
NAND-U10528: 1003.40087 ps
NAND-U10529: 727.36091 ps
NAND-U10530: 1313.76974 ps
NOT-U10531: 727.36091 ps
NOT-U10532: 1424.61859 ps
NOT-U10533: 734.24691 ps
NOT-U10534: 1424.61859 ps
NAND-U10535: 879.05362 ps
NOT-U10536: 1424.61859 ps
NOT-U10537: 1424.61859 ps
NOT-U10538: 1424.61859 ps
NOT-U10539: 1424.61859 ps
NAND-U10540: 879.05362 ps
NOT-U10541: 826.77306 ps
NOT-U10542: 838.37447 ps
NAND-U10543: 1143.04855 ps
NAND-U10544: 1143.04855 ps
NAND-U10545: 391.26308 ps
NAND-U10546: 1375.50940 ps
NAND-U10547: 1071.63837 ps
NAND-U10548: 1071.63837 ps
NAND-U10549: 1229.11624 ps
NAND-U10550: 1082.31417 ps
NAND-U10551: 1286.45564 ps
NAND-U10552: 316.69318 ps
NAND-U10553: 308.34133 ps
NAND-U10554: 484.69311 ps
NAND-U10555: 308.34133 ps
NOT-U10556: 670.62702 ps
NAND-U10557: 1138.59638 ps
NAND-U10558: 1138.59638 ps
NAND-U10559: 308.11592 ps
NAND-U10560: 697.34047 ps
NAND-U10561: 969.66911 ps
NAND-U10562: 771.99130 ps
NAND-U10563: 952.70773 ps
NAND-U10564: 771.99130 ps
NAND-U10565: 771.99130 ps
NAND-U10566: 771.99130 ps
NAND-U10567: 952.70773 ps
NAND-U10568: 815.71700 ps
NAND-U10569: 797.90058 ps
NAND-U10570: 815.73454 ps
NAND-U10571: 791.08855 ps
NAND-U10572: 815.73454 ps
NAND-U10573: 797.90058 ps
NAND-U10574: 815.73454 ps
NAND-U10575: 791.08855 ps
NAND-U10576: 970.01938 ps
NAND-U10577: 673.55420 ps
NAND-U10578: 771.99130 ps
NAND-U10579: 570.42525 ps
NAND-U10580: 969.69195 ps
NAND-U10581: 275.23799 ps
NAND-U10582: 1149.48247 ps
NAND-U10583: 678.25597 ps
NAND-U10584: 628.81051 ps
NAND-U10585: 670.62702 ps
NAND-U10586: 624.26105 ps
NAND-U10587: 294.80514 ps
NAND-U10588: 275.23799 ps
NAND-U10589: 275.23799 ps
NAND-U10590: 989.08735 ps
NAND-U10591: 791.40954 ps
NAND-U10592: 972.12597 ps
NAND-U10593: 791.40954 ps
NAND-U10594: 791.40954 ps
NAND-U10595: 791.40954 ps
NAND-U10596: 972.12597 ps
NAND-U10597: 835.13523 ps
NAND-U10598: 817.31894 ps
NAND-U10599: 835.15291 ps
NAND-U10600: 810.50692 ps
NAND-U10601: 835.15291 ps
NAND-U10602: 817.31894 ps
NAND-U10603: 835.15291 ps
NAND-U10604: 810.50692 ps
NAND-U10605: 989.43774 ps
NOT-U10606: 1091.81867 ps
NAND-U10607: 1159.37896 ps
NAND-U10608: 686.88627 ps
NAND-U10609: 791.40954 ps
NAND-U10610: 944.97507 ps
NAND-U10611: 583.20051 ps
NAND-U10612: 935.79682 ps
NAND-U10613: 326.79974 ps
NAND-U10614: 637.81832 ps
NOT-U10615: 1535.53850 ps
NAND-U10616: 1328.88190 ps
NOT-U10617: 958.28526 ps
NOT-U10618: 978.40844 ps
NOT-U10619: 973.52470 ps
NOT-U10620: 958.28526 ps
NAND-U10621: 751.39197 ps
NOT-U10622: 751.39197 ps
NOT-U10623: 758.33652 ps
NOT-U10624: 1055.78603 ps
NOT-U10625: 1470.97083 ps
NAND-U10626: 1615.57360 ps
NAND-U10627: 1615.57360 ps
NAND-U10628: 1097.32858 ps
NAND-U10629: 570.87152 ps
NAND-U10630: 1228.33314 ps
NOT-U10631: 576.92139 ps
NAND-U10632: 525.94877 ps
NAND-U10633: 525.94877 ps
NAND-U10634: 525.94877 ps
NAND-U10635: 846.59140 ps
NAND-U10636: 728.64823 ps
NAND-U10637: 895.47346 ps
NOT-U10638: 904.93885 ps
NAND-U10639: 850.98862 ps
NAND-U10640: 737.27704 ps
NOT-U10641: 737.27704 ps
NAND-U10642: 737.27704 ps
NAND-U10643: 841.95197 ps
NAND-U10644: 728.64823 ps
NAND-U10645: 867.73846 ps
NAND-U10646: 754.61895 ps
NAND-U10647: 732.05816 ps
NAND-U10648: 732.05816 ps
NAND-U10649: 728.64823 ps
NAND-U10650: 881.81873 ps
NAND-U10651: 768.51498 ps
NAND-U10652: 930.87247 ps
NAND-U10653: 817.56872 ps
NAND-U10654: 1066.35685 ps
OR-U10655: 1570.29056 ps
NOT-U10656: 1305.81440 ps
NOT-U10657: 1088.99079 ps
NOT-U10658: 1041.54659 ps
NAND-U10659: 1267.05065 ps
NAND-U10660: 981.52827 ps
NAND-U10661: 868.22452 ps
NAND-U10662: 937.11576 ps
NAND-U10663: 823.81201 ps
NAND-U10664: 1187.97777 ps
NAND-U10665: 1165.70427 ps
NAND-U10666: 1640.83905 ps
NAND-U10667: 1240.66723 ps
NAND-U10668: 1555.98176 ps
NAND-U10669: 1655.92098 ps
NAND-U10670: 449.68794 ps
NAND-U10671: 1002.29786 ps
NAND-U10672: 804.62005 ps
NAND-U10673: 985.33648 ps
NAND-U10674: 804.62005 ps
NAND-U10675: 804.62005 ps
NAND-U10676: 804.62005 ps
NAND-U10677: 985.33648 ps
NAND-U10678: 848.34574 ps
NAND-U10679: 830.52917 ps
NAND-U10680: 848.36314 ps
NAND-U10681: 823.71715 ps
NAND-U10682: 848.36314 ps
NAND-U10683: 830.52917 ps
NAND-U10684: 848.36314 ps
NAND-U10685: 823.71715 ps
NAND-U10686: 1002.64797 ps
NAND-U10687: 721.68723 ps
NAND-U10688: 804.62005 ps
NAND-U10689: 618.43517 ps
NAND-U10690: 783.19823 ps
NAND-U10691: 666.10755 ps
NAND-U10692: 666.10755 ps
NOT-U10693: 702.65919 ps
NAND-U10694: 349.07414 ps
NOT-U10695: 614.67725 ps
NAND-U10696: 279.90433 ps
NAND-U10697: 1187.87020 ps
NAND-U10698: 1603.23056 ps
NAND-U10699: 1502.56956 ps
NAND-U10700: 898.88531 ps
NAND-U10701: 1470.97083 ps
NAND-U10702: 1055.78603 ps
NAND-U10703: 1180.09042 ps
NAND-U10704: 1371.45662 ps
NAND-U10705: 1095.23831 ps
NAND-U10706: 1409.06866 ps
NAND-U10707: 1058.84266 ps
NAND-U10708: 513.72913 ps
NAND-U10709: 1183.14705 ps
NAND-U10710: 431.73038 ps
NAND-U10711: 1181.46474 ps
NAND-U10712: 1497.13534 ps
NAND-U10713: 1305.76914 ps
NAND-U10714: 1596.64955 ps
NAND-U10715: 615.94608 ps
NOT-U10716: 577.09910 ps
NAND-U10717: 1167.82210 ps
NAND-U10718: 1054.51836 ps
NAND-U10719: 1149.76275 ps
NAND-U10720: 1036.45901 ps
NAND-U10721: 1149.76275 ps
NAND-U10722: 1036.45901 ps
NAND-U10723: 1149.76275 ps
NAND-U10724: 1036.45901 ps
NAND-U10725: 1121.67960 ps
NAND-U10726: 1008.37585 ps
NAND-U10727: 1093.64947 ps
NAND-U10728: 980.34572 ps
NAND-U10729: 1065.62181 ps
NAND-U10730: 952.31807 ps
NAND-U10731: 1037.59416 ps
NAND-U10732: 924.29041 ps
NAND-U10733: 1009.56645 ps
NAND-U10734: 896.26271 ps
NOT-U10735: 849.13739 ps
NAND-U10736: 1516.98776 ps
NAND-U10737: 1687.62454 ps
NAND-U10738: 1813.02784 ps
NOT-U10739: 2111.48754 ps
NOT-U10740: 967.20330 ps
NAND-U10741: 1691.87885 ps
NOT-U10742: 1303.22605 ps
NOT-U10743: 2082.27937 ps
NAND-U10744: 1216.34903 ps
NOT-U10745: 1046.70285 ps
NAND-U10746: 1131.28581 ps
NAND-U10747: 1436.57752 ps
NAND-U10748: 1205.40496 ps
NOT-U10749: 1347.44210 ps
NOT-U10750: 969.49069 ps
NAND-U10751: 1210.50637 ps
NAND-U10752: 1383.00089 ps
NAND-U10753: 1269.36136 ps
NAND-U10754: 1349.09466 ps
NAND-U10755: 1235.79091 ps
NAND-U10756: 1347.22307 ps
NAND-U10757: 1233.91933 ps
NAND-U10758: 1306.56245 ps
NAND-U10759: 1193.25870 ps
NAND-U10760: 1301.86873 ps
NAND-U10761: 1188.56499 ps
NAND-U10762: 1261.20178 ps
NAND-U10763: 1147.89803 ps
NAND-U10764: 1234.63061 ps
NAND-U10765: 1121.32686 ps
NAND-U10766: 1237.79031 ps
NAND-U10767: 1124.48656 ps
NAND-U10768: 1161.26760 ps
NAND-U10769: 1047.96385 ps
NAND-U10770: 1161.20895 ps
NAND-U10771: 1047.90520 ps
NAND-U10772: 1161.26760 ps
NAND-U10773: 1047.96385 ps
NAND-U10774: 1164.34742 ps
NAND-U10775: 1051.04367 ps
NAND-U10776: 1394.83990 ps
NAND-U10777: 1281.53615 ps
NAND-U10778: 1401.68178 ps
NAND-U10779: 1288.37803 ps
NAND-U10780: 1466.87524 ps
NAND-U10781: 1353.57150 ps
NAND-U10782: 820.54818 ps
NAND-U10783: 1266.61369 ps
NAND-U10784: 1681.97404 ps
NAND-U10785: 1392.96575 ps
NAND-U10786: 1439.01547 ps
NAND-U10787: 1420.99845 ps
NAND-U10788: 1664.79808 ps
NAND-U10789: 803.37221 ps
NAND-U10790: 1249.43772 ps
NAND-U10791: 1420.99845 ps
NAND-U10792: 1459.11066 ps
NAND-U10793: 1211.13065 ps
NAND-U10794: 1442.79438 ps
NAND-U10795: 1626.38440 ps
NAND-U10796: 1212.04380 ps
NAND-U10797: 1627.34022 ps
NAND-U10798: 1425.22546 ps
NAND-U10799: 1601.55751 ps
NAND-U10800: 1263.16076 ps
NAND-U10801: 1545.44771 ps
NAND-U10802: 1678.27209 ps
NAND-U10803: 1235.38258 ps
NAND-U10804: 1650.63632 ps
NAND-U10805: 1511.01488 ps
NAND-U10806: 1322.20019 ps
NAND-U10807: 1724.38360 ps
NAND-U10808: 1947.19333 ps
NAND-U10809: 857.05624 ps
NAND-U10810: 1404.10702 ps
NAND-U10811: 1235.74970 ps
NAND-U10812: 1187.97777 ps
NAND-U10813: 1110.36469 ps
NAND-U10814: 1462.38563 ps
NOT-U10815: 1120.21252 ps
NOT-U10816: 1018.02263 ps
NOT-U10817: 1713.70911 ps
NAND-U10818: 1233.61563 ps
NAND-U10819: 1147.21660 ps
NAND-U10820: 860.17720 ps
NAND-U10821: 860.17720 ps
NAND-U10822: 734.24691 ps
OR-U10823: 1600.56626 ps
NAND-U10824: 1169.77461 ps
NOT-U10825: 728.72964 ps
NAND-U10826: 729.23984 ps
NAND-U10827: 679.21794 ps
NAND-U10828: 712.85309 ps
NAND-U10829: 712.85309 ps
NAND-U10830: 1270.73371 ps
NAND-U10831: 1270.73371 ps
NOT-U10832: 895.42447 ps
NAND-U10833: 1417.39178 ps
NAND-U10834: 912.13162 ps
NAND-U10835: 1445.53430 ps
NAND-U10836: 1206.87303 ps
NAND-U10837: 1435.14777 ps
NAND-U10838: 1622.12678 ps
NOT-U10839: 764.84839 ps
NAND-U10840: 1106.35853 ps
NAND-U10841: 1366.35065 ps
NOT-U10842: 1366.35065 ps
NAND-U10843: 1467.15969 ps
NAND-U10844: 838.12794 ps
NAND-U10845: 838.12794 ps
NAND-U10846: 1139.73712 ps
NAND-U10847: 1033.47773 ps
NAND-U10848: 818.12986 ps
NAND-U10849: 826.32043 ps
NAND-U10850: 818.12986 ps
NAND-U10851: 818.12986 ps
NAND-U10852: 329.80389 ps
NOT-U10853: 329.80389 ps
NAND-U10854: 1096.16052 ps
NAND-U10855: 1096.16052 ps
NAND-U10856: 1116.15935 ps
NAND-U10857: 242.96684 ps
NAND-U10858: 289.52964 ps
NAND-U10859: 230.87065 ps
NAND-U10860: 223.00022 ps
NAND-U10861: 615.82229 ps
NAND-U10862: 584.98631 ps
NAND-U10863: 458.43135 ps
NAND-U10864: 329.80389 ps
NOT-U10865: 867.73809 ps
NOT-U10866: 900.82687 ps
NOT-U10867: 899.26696 ps
NOT-U10868: 958.23492 ps
NOT-U10869: 891.83404 ps
NAND-U10870: 449.68794 ps
NAND-U10871: 464.73105 ps
NAND-U10872: 449.68794 ps
NAND-U10873: 226.01305 ps
NAND-U10874: 226.01305 ps
NAND-U10875: 446.42037 ps
NOT-U10876: 408.26688 ps
NAND-U10877: 494.22542 ps
NOT-U10878: 408.26688 ps
NAND-U10879: 453.22665 ps
NAND-U10880: 1962.64314 ps
NAND-U10881: 326.23546 ps
NAND-U10882: 334.97065 ps
NAND-U10883: 340.78755 ps
NAND-U10884: 348.77866 ps
NAND-U10885: 344.05823 ps
NAND-U10886: 334.46572 ps
NAND-U10887: 386.18733 ps
NAND-U10888: 300.24033 ps
NAND-U10889: 442.67967 ps
NAND-U10890: 321.77380 ps
NAND-U10891: 290.40180 ps
NAND-U10892: 333.14404 ps
NAND-U10893: 327.08790 ps
NAND-U10894: 373.53693 ps
NAND-U10895: 439.20472 ps
NAND-U10896: 333.74536 ps
NAND-U10897: 333.74536 ps
NAND-U10898: 345.19756 ps
NOT-U10899: 534.23878 ps
NAND-U10900: 415.84490 ps
NAND-U10901: 357.69114 ps
NAND-U10902: 357.69114 ps
NAND-U10903: 357.69114 ps
NAND-U10904: 443.22523 ps
NAND-U10905: 315.08525 ps
NAND-U10906: 349.70317 ps
NOT-U10907: 559.69470 ps
NAND-U10908: 405.05112 ps
NAND-U10909: 403.09517 ps
NOT-U10910: 405.08472 ps
NAND-U10911: 379.54623 ps
NAND-U10912: 379.54623 ps
NAND-U10913: 393.20882 ps
NOT-U10914: 2097.41537 ps
NAND-U10915: 263.27019 ps
NAND-U10916: 2097.41537 ps
NAND-U10917: 503.96025 ps
NOT-U10918: 453.22665 ps
NAND-U10919: 266.59716 ps
NAND-U10920: 946.62141 ps
NAND-U10921: 796.88988 ps
NAND-U10922: 1315.12356 ps
NAND-U10923: 1408.17297 ps
NAND-U10924: 1823.28302 ps
NAND-U10925: 797.93164 ps
NAND-U10926: 791.40447 ps
NAND-U10927: 1289.77093 ps
NAND-U10928: 1266.57322 ps
NAND-U10929: 1705.16648 ps
NOT-U10930: 487.30866 ps
NAND-U10931: 1269.28821 ps
NAND-U10932: 1276.92769 ps
NAND-U10933: 1684.79916 ps
NOT-U10934: 487.61777 ps
NAND-U10935: 1315.86681 ps
NAND-U10936: 1315.86681 ps
NAND-U10937: 807.13250 ps
NAND-U10938: 807.13250 ps
NAND-U10939: 1284.27062 ps
NAND-U10940: 1276.56934 ps
NAND-U10941: 1691.92970 ps
NOT-U10942: 807.13250 ps
NAND-U10943: 496.02538 ps
NOT-U10944: 464.37654 ps
NOT-U10945: 245.16557 ps
NOT-U10946: 438.92153 ps
NOT-U10947: 443.05712 ps
NOT-U10948: 245.16023 ps
NAND-U10949: 806.52812 ps
NAND-U10950: 1274.30578 ps
NAND-U10951: 1689.66614 ps
NAND-U10952: 1299.96796 ps
NOT-U10953: 806.52812 ps
NAND-U10954: 1292.34701 ps
NAND-U10955: 1485.48843 ps
NAND-U10956: 805.73103 ps
NAND-U10957: 1251.79654 ps
NAND-U10958: 1275.96647 ps
NAND-U10959: 1667.15690 ps
NOT-U10960: 805.73103 ps
NAND-U10961: 1510.73310 ps
NAND-U10962: 830.97571 ps
NAND-U10963: 1277.77493 ps
NAND-U10964: 1341.53118 ps
NAND-U10965: 1693.09370 ps
NAND-U10966: 856.66474 ps
NAND-U10967: 854.40453 ps
NAND-U10968: 431.15203 ps
NAND-U10969: 362.19891 ps
NAND-U10970: 226.01305 ps
NAND-U10971: 438.29202 ps
NOT-U10972: 605.46660 ps
NOT-U10973: 602.76401 ps
NOT-U10974: 597.13601 ps
NAND-U10975: 290.85176 ps
NOT-U10976: 621.34097 ps
NAND-U10977: 381.36173 ps
NAND-U10978: 503.16063 ps
NAND-U10979: 1316.48000 ps
NAND-U10980: 1731.84036 ps
NOT-U10981: 764.84839 ps
NAND-U10982: 408.26688 ps
NAND-U10983: 408.26688 ps
NAND-U10984: 801.67741 ps
NAND-U10985: 1431.85357 ps
NAND-U10986: 1846.96450 ps
NAND-U10987: 432.43961 ps
NAND-U10988: 629.35602 ps
NOT-U10989: 498.40028 ps
NAND-U10990: 1058.98898 ps
NAND-U10991: 566.66326 ps
NAND-U10992: 345.31394 ps
NAND-U10993: 411.45783 ps
NAND-U10994: 411.45783 ps
NAND-U10995: 285.30661 ps
NAND-U10996: 259.37154 ps
NAND-U10997: 259.37154 ps
NAND-U10998: 1060.97012 ps
NAND-U10999: 1045.06972 ps
NAND-U11000: 285.30661 ps
NAND-U11001: 1081.55322 ps
NAND-U11002: 895.13429 ps
NAND-U11003: 1546.39249 ps
NAND-U11004: 1432.67384 ps
NAND-U11005: 1432.67384 ps
NOT-U11006: 728.64823 ps
NAND-U11007: 749.23643 ps
NAND-U11008: 1437.01333 ps
NAND-U11009: 749.23643 ps
NAND-U11010: 286.46079 ps
NAND-U11011: 758.02951 ps
OR-U11012: 1264.26003 ps
NAND-U11013: 1036.60079 ps
NAND-U11014: 1046.30135 ps
NAND-U11015: 976.22639 ps
NAND-U11016: 795.66876 ps
NAND-U11017: 746.71248 ps
NAND-U11018: 746.71248 ps
NAND-U11019: 746.71248 ps
NAND-U11020: 1044.65141 ps
NAND-U11021: 974.57646 ps
NAND-U11022: 794.01882 ps
NAND-U11023: 795.12833 ps
NAND-U11024: 834.93713 ps
NAND-U11025: 289.19885 ps
NAND-U11026: 1085.67945 ps
NAND-U11027: 1015.67736 ps
NAND-U11028: 510.19184 ps
NAND-U11029: 985.81381 ps
NAND-U11030: 794.05484 ps
NAND-U11031: 985.81381 ps
NAND-U11032: 282.28596 ps
NAND-U11033: 1081.29184 ps
OR-U11034: 1113.84361 ps
NAND-U11035: 830.65925 ps
NAND-U11036: 245.16023 ps
NOT-U11037: 307.97487 ps
NAND-U11038: 307.97487 ps
NAND-U11039: 307.97487 ps
NAND-U11040: 855.94032 ps
NAND-U11041: 881.26201 ps
NAND-U11042: 286.71365 ps
NAND-U11043: 1085.67945 ps
NAND-U11044: 1015.67736 ps
NAND-U11045: 834.93713 ps
NAND-U11046: 305.52388 ps
NAND-U11047: 305.52388 ps
NAND-U11048: 305.52388 ps
NAND-U11049: 882.37818 ps
NAND-U11050: 1020.67755 ps
NAND-U11051: 990.24747 ps
NAND-U11052: 900.32357 ps
NAND-U11053: 260.38013 ps
NAND-U11054: 1085.67945 ps
NAND-U11055: 1015.67736 ps
NAND-U11056: 834.93713 ps
NAND-U11057: 909.84771 ps
NAND-U11058: 834.93713 ps
NAND-U11059: 926.62162 ps
NAND-U11060: 271.16755 ps
NAND-U11061: 1085.67945 ps
NAND-U11062: 1015.67736 ps
NAND-U11063: 894.75827 ps
NAND-U11064: 1037.48481 ps
NAND-U11065: 1007.05473 ps
NAND-U11066: 884.59510 ps
NAND-U11067: 284.75557 ps
NAND-U11068: 1085.22371 ps
NAND-U11069: 1011.89361 ps
NAND-U11070: 851.74439 ps
NAND-U11071: 934.57510 ps
NAND-U11072: 924.22579 ps
NAND-U11073: 1122.45845 ps
NAND-U11074: 873.37201 ps
NAND-U11075: 1010.38806 ps
NAND-U11076: 933.33008 ps
NAND-U11077: 997.80770 ps
NAND-U11078: 287.84562 ps
NAND-U11079: 1102.00251 ps
NAND-U11080: 1028.67241 ps
NAND-U11081: 873.37201 ps
NAND-U11082: 468.70116 ps
NAND-U11083: 468.70116 ps
NOT-U11084: 317.86015 ps
NAND-U11085: 278.82905 ps
NAND-U11086: 278.82905 ps
NAND-U11087: 940.14555 ps
NAND-U11088: 927.73725 ps
NAND-U11089: 851.74439 ps
NAND-U11090: 1084.95383 ps
OR-U11091: 1108.06304 ps
NAND-U11092: 981.03436 ps
NAND-U11093: 1007.82810 ps
NAND-U11094: 310.51632 ps
NAND-U11095: 849.13739 ps
NAND-U11096: 852.51776 ps
NAND-U11097: 1085.72720 ps
OR-U11098: 1108.83641 ps
NAND-U11099: 445.51031 ps
NAND-U11100: 312.21880 ps
NAND-U11101: 858.34206 ps
NAND-U11102: 353.35353 ps
NAND-U11103: 1083.26541 ps
OR-U11104: 1135.08084 ps
NAND-U11105: 851.74439 ps
NAND-U11106: 317.86015 ps
NAND-U11107: 317.86015 ps
NAND-U11108: 940.03540 ps
OR-U11109: 1092.64616 ps
NAND-U11110: 964.85101 ps
NAND-U11111: 887.33635 ps
NAND-U11112: 1122.45845 ps
NAND-U11113: 873.37201 ps
NAND-U11114: 345.26552 ps
NAND-U11115: 751.81845 ps
NAND-U11116: 359.28054 ps
NAND-U11117: 899.81639 ps
NAND-U11118: 851.74439 ps
NAND-U11119: 1065.16585 ps
OR-U11120: 1135.08084 ps
NAND-U11121: 359.28054 ps
NAND-U11122: 973.44020 ps
NAND-U11123: 450.63135 ps
NAND-U11124: 449.86345 ps
NAND-U11125: 449.41071 ps
NAND-U11126: 1058.80872 ps
NAND-U11127: 303.44286 ps
NAND-U11128: 1044.73124 ps
NAND-U11129: 924.46996 ps
NAND-U11130: 1098.68162 ps
NAND-U11131: 872.66223 ps
OR-U11132: 1124.96376 ps
NAND-U11133: 891.34875 ps
NAND-U11134: 1068.87219 ps
NAND-U11135: 328.62544 ps
NAND-U11136: 893.47439 ps
OR-U11137: 1186.24790 ps
NAND-U11138: 996.99887 ps
NAND-U11139: 406.77997 ps
NAND-U11140: 406.77997 ps
NAND-U11141: 1012.88298 ps
NAND-U11142: 1034.72361 ps
NAND-U11143: 1044.73124 ps
NAND-U11144: 924.46996 ps
NAND-U11145: 1122.38298 ps
NAND-U11146: 384.24584 ps
OR-U11147: 1145.50913 ps
NAND-U11148: 872.66223 ps
NAND-U11149: 997.06466 ps
NAND-U11150: 897.05069 ps
NAND-U11151: 1071.19651 ps
NAND-U11152: 405.81060 ps
NAND-U11153: 893.47439 ps
OR-U11154: 1186.24790 ps
NAND-U11155: 1059.39924 ps
NAND-U11156: 357.78378 ps
NAND-U11157: 357.78378 ps
NAND-U11158: 1012.88298 ps
NAND-U11159: 1044.73124 ps
NAND-U11160: 357.78378 ps
NAND-U11161: 924.46996 ps
NAND-U11162: 1098.68162 ps
OR-U11163: 1124.96376 ps
NAND-U11164: 872.66223 ps
NAND-U11165: 1060.01134 ps
NAND-U11166: 897.05069 ps
NAND-U11167: 373.29710 ps
NAND-U11168: 1071.19651 ps
NAND-U11169: 893.47439 ps
OR-U11170: 1186.24790 ps
NAND-U11171: 1095.74130 ps
NAND-U11172: 452.41249 ps
NAND-U11173: 452.41249 ps
NAND-U11174: 982.14186 ps
NAND-U11175: 904.75300 ps
NAND-U11176: 479.81792 ps
NAND-U11177: 1118.59249 ps
NAND-U11178: 894.97276 ps
OR-U11179: 1141.70170 ps
NAND-U11180: 1151.79320 ps
NAND-U11181: 982.14186 ps
NAND-U11182: 904.75300 ps
NAND-U11183: 1118.59249 ps
NAND-U11184: 894.97276 ps
OR-U11185: 1141.70170 ps
NAND-U11186: 582.37659 ps
NAND-U11187: 893.47439 ps
NAND-U11188: 1064.43570 ps
NAND-U11189: 1054.24287 ps
NAND-U11190: 893.47439 ps
NAND-U11191: 893.47439 ps
NAND-U11192: 1084.81066 ps
NAND-U11193: 771.57464 ps
NAND-U11194: 1009.57917 ps
NAND-U11195: 728.64823 ps
NAND-U11196: 956.30011 ps
NAND-U11197: 280.12405 ps
NAND-U11198: 729.08754 ps
NAND-U11199: 747.14191 ps
NAND-U11200: 952.28952 ps
NAND-U11201: 795.12833 ps
NAND-U11202: 289.19885 ps
NAND-U11203: 988.76701 ps
NAND-U11204: 786.89156 ps
NAND-U11205: 282.28596 ps
